"Item type","Authors","Title","Journal","Publication year","Volume","Issue","Pages","Publisher","Address","Date published","ISSN","URLs","DOI","Abstract","Keywords","Affiliation","Language"
"Journal Article","Calvaresi D,Calbimonte JP,Siboni E,Eggenschwiler S,Manzo G,Hilfiker R,Schumacher M","EREBOTS: Privacy-Compliant Agent-Based Platform for Multi-Scenario Personalized Health-Assistant Chatbots","ELECTRONICS","2021","10","6","","MDPI","ST ALBAN-ANLAGE 66, CH-4052 BASEL, SWITZERLAND","2021-03","","http://dx.doi.org/10.3390/electronics10060666","10.3390/electronics10060666","Context. Asynchronous messaging is increasingly used to support human-machine interactions, generally implemented through chatbots. Such virtual entities assist the users in activities of different kinds (e.g., work, leisure, and health-related) and are becoming ingrained into humans' habits due to factors including (i) the availability of mobile devices such as smartphones and tablets, (ii) the increasingly engaging nature of chatbot interactions, (iii) the release of dedicated APIs from messaging platforms, and (iv) increasingly complex AI-based mechanisms to power the bots' behaviors. Nevertheless, most of the modern chatbots rely on state machines (implementing conversational rules) and one-fits-all approaches, neglecting personalization, data-stream privacy management, multi-topic management/interconnection, and multimodal interactions. Objective. This work addresses the challenges above through an agent-based framework for chatbot development named EREBOTS. Methods. The foundations of the framework are based on the implementation of (i) multi-front-end connectors and interfaces (i.e., Telegram, dedicated App, and web interface), (ii) enabling the configuration of multi-scenario behaviors (i.e., preventive physical conditioning, smoking cessation, and support for breast-cancer survivors), (iii) online learning, (iv) personalized conversations and recommendations (i.e., mood boost, anti-craving persuasion, and balance-preserving physical exercises), and (v) responsive multi-device monitoring interface (i.e., doctor and admin). Results. EREBOTS has been tested in the context of physical balance preservation in social confinement times (due to the ongoing pandemic). Thirteen individuals characterized by diverse age, gender, and country distribution have actively participated in the experimentation, reporting advancements in the physical balance and overall satisfaction of the interaction and exercises' variety they have been proposed.","chatbot; multi-agent systems; personalized virtual assistant; privacy agents; eHealth; conversational agent","Calvaresi, D; Calbimonte, JP (Corresponding Author), Univ Appl Sci & Arts Western Switzerland HES SO, Inst Informat Syst, CH-2800 Delemont, Switzerland. Calvaresi, Davide; Calbimonte, Jean-Paul; Siboni, Enrico; Eggenschwiler, Stefan; Manzo, Gaetano; Schumacher, Michael, Univ Appl Sci & Arts Western Switzerland HES SO, Inst Informat Syst, CH-2800 Delemont, Switzerland. Hilfiker, Roger, Univ Appl Sci & Arts Western Switzerland HES SO, Inst Hlth, CH-2800 Delemont, Switzerland. Inst Informat Syst HES SO Valais Wallis, TechnoPole 3, CH-3960 Sierre, Switzerland.","English"
"Journal Article","Jiang Y,Gu X,Hua L,Li K,Tao Y,Li B","Forecasting Trend of Coronavirus Disease 2019 using Multi-Task Weighted TSK Fuzzy System","ACM TRANSACTIONS ON INTERNET TECHNOLOGY","2022","22","3","","ASSOC COMPUTING MACHINERY","1601 Broadway, 10th Floor, NEW YORK, NY USA","2022-08","1533-5399","http://dx.doi.org/10.1145/3475870","10.1145/3475870","Artificial intelligence- (AI) based fog/edge computing has become a promising paradigm for infectious disease. Various AI algorithms are embedded in cooperative fog/edge devices to construct medical Internet of Things environments, infectious disease forecast systems, smart health, and so on. However, these systems are usually done in isolation, which is called single-task learning. They do not consider the correlation and relationship between multiple/different tasks, so some common information in the model parameters or data characteristics is lost. In this study, each data center in fog/edge computing is considered as a task in the multi-task learning framework. In such a learning framework, a multi-task weighted Takagi-Sugeno-Kang (TSK) fuzzy system, called MW-TSKFS, is developed to forecast the trend of Coronavirus disease 2019 (COVID-19). MW-TSKFS provides a multi-task learning strategy for both antecedent and consequent parameters of fuzzy rules. First, a multi-task weighted fuzzy c-means clustering algorithm is developed for antecedent parameter learning, which extracts the public information among all tasks and the private information of each task. By sharing the public cluster centroid and public membership matrix, the differences of commonality and individuality can be further exploited. For consequent parameter learning of MW-TSKFS, a multi-task collaborative learning mechanism is developed based on e-insensitive criterion and L2 norm penalty term, which can enhance the generalization and forecasting ability of the proposed fuzzy system. The experimental results on the real COVID-19 time series show that the forecasting tend model based on multi-task the weighted TSK fuzzy system has a high application value.","Fog/edge computing; multi-tasking learning; TSK fuzzy system; multi-task weighted fuzzy c-means clustering; COVID-19","Gu, XQ (Corresponding Author), Changzhou Univ, Sch Comp Sci & Artificial Intelligence, Changzhou, Peoples R China. Gu, XQ (Corresponding Author), Changzhou Univ, Gehu Rd 21, Changzhou 213164, Peoples R China. Jiang, Yizhang; Hua, Lei; Li, Kang; Tao, Yuwen; Li, Bo, Jiangnan Univ, Sch Artificial Intelligence & Comp Sci, Wuxi, Jiangsu, Peoples R China. Gu, Xiaoqing, Changzhou Univ, Sch Comp Sci & Artificial Intelligence, Changzhou, Peoples R China. Jiang, Yizhang, Jiangnan Univ, Lihu Rd 1800, Wuxi 214122, Jiangsu, Peoples R China. Gu, Xiaoqing, Changzhou Univ, Gehu Rd 21, Changzhou 213164, Peoples R China.","English"
"Journal Article","Santra D,Goswami S,Mandal JK,Basu SK","Low back pain expert systems: Clinical resolution through probabilistic considerations and poset","ARTIFICIAL INTELLIGENCE IN MEDICINE","2021","120","","","ELSEVIER","RADARWEG 29, 1043 NX AMSTERDAM, NETHERLANDS","2021-10","0933-3657","http://dx.doi.org/10.1016/j.artmed.2021.102163","10.1016/j.artmed.2021.102163","Objective: Proper diagnosis of Low Back Pain (LBP) is quite challenging in especially the developing countries like India. Though some developed countries prepared guidelines for evaluation of LBP with tests to detect psychological overlay, implementation of the recommendations becomes quite difficult in regular clinical practice, and different specialties of medicine offer different modes of management. Aiming at offering an expert-level diagnosis for the patients having LBP, this paper uses Artificial Intelligence (AI) to derive a clinically justified and highly sensitive LBP resolution technique. Materials and methods: The paper considers exhaustive knowledge for different LBP disorders (classified based on different pain generators), which have been represented using lattice structures to ensure completeness, nonredundancy, and optimality in the design of knowledge base. Further the representational enhancement of the knowledge has been done through construction of a hierarchical network, called RuleNet, using the concept of partially-ordered set (poset) with respect to the subset equality (subset of) relation. With implicit incorporation of probability within the knowledge, the RuleNet is used to derive reliable resolution logic along with effective resolution of uncertainties during clinical decision making. Results: The proposed methodology has been validated with clinical records of seventy seven LBP patients accessed from the database of ESI Hospital Sealdah, India over a period of one year from 2018 to 2019. Achieving 83% sensitivity of the proposed technique, the pain experts at the hospital find the design clinically satisfactory. The inferred outcomes have also been found to be homogeneous with the actual or original diagnosis. Discussions: The proposed approach achieves the clinical and computational efficiency by limiting the shortcomings of the existing methodologies for AI-based LBP diagnosis. While computational efficiency (with respect to both time and space complexity) is ensured by inferring clinical decisions through optimal processing of the knowledge items using poset, the clinical acceptability has been ascertained reaching to the most-likely diagnostic outcomes through probabilistic resolution of clinical uncertainties. Conclusion: The derived resolution technique, when embedded in LBP medical expert systems, would provide a fast, reliable, and affordable healthcare solution for this ailment to a wider range of general population suffering from LBP. The proposed scheme would significantly reduce the controversies and confusion in LBP treatment, and cut down the cost of unnecessary or inappropriate treatment and referral.","Medical expert system; Subgrouping of low back pain; Knowledge representation; Probabilistic inference logic; Partially ordered set; Clinical uncertainty handling","Santra, D (Corresponding Author), Univ Kalyani, Fac Engn Technol & Management, Dept Comp Sci & Engn, Block C, Kalyani 741245, W Bengal, India. Santra, Debarpita; Mandal, Jyotsna Kumar, Univ Kalyani, Fac Engn Technol & Management, Dept Comp Sci & Engn, Block C, Kalyani 741245, W Bengal, India. Goswami, Subrata, ESI Hosp Sealdah Premises, ESI Inst Pain Management, 301-3 Acharya Prafulla Chandra Rd, Kolkata 700009, W Bengal, India. Basu, Swapan Kumar, Banaras Hindu Univ, Inst Sci, Dept Comp Sci, Varanasi 221005, Uttar Pradesh, India.","English"
"Journal Article","Poudyal S,Dasgupta D","Analysis of Crypto-Ransomware Using ML-Based Multi-Level Profiling","IEEE ACCESS","2021","9","","122532-122547","IEEE-INST ELECTRICAL ELECTRONICS ENGINEERS INC","445 HOES LANE, PISCATAWAY, NJ 08855-4141 USA","2021","2169-3536","http://dx.doi.org/10.1109/ACCESS.2021.3109260","10.1109/ACCESS.2021.3109260","Crypto-ransomware is the most prevalent form of modern malware, has affected various industries, demanding a significant amount of ransom. Mainly, small businesses, healthcare, education, and government sectors have been under continuous attacks by these adversaries. Various static and dynamic analysis techniques exist, but these methods become less efficient as the malware writers continuously trick the defenders. Numerous research of ransomware with AI techniques often lack the behavioral analysis and its correlation mapping. In this work, we developed an AI-powered hybrid approach overcoming the recent challenges to detect ransomware. Specifically, we proposed a deep inspection approach for multi-level profiling of crypto-ransomware, which captures the distinct features at Dynamic link library, function call, and assembly levels. We showed how the code segments correlate at these levels for studied samples. Our hybrid multi-level analysis approach includes advanced static and dynamic methods and a novel strategy of analyzing behavioral chains with AI techniques. Moreover, association rule mining, natural language processing techniques, and machine learning classifiers are integrated for building ransomware validation and detection model. We experimented with crypto-ransomware samples (collected from VirusTotal). One of the machine learning algorithms achieved the highest accuracy of 99.72% and a false positive rate of 0.003 with two class datasets. The result exhibited that multi-level profiling can better detect ransomware samples with higher accuracy. The multi-level feature sequence can be extracted from most of the applications running in the different operating systems; therefore, we believe that our method can detect ransomware for devices on multiple platforms. We designed a prototype, AIRaD (AI-based Ransomware Detection) tool, which will allow researchers and the defenders to visualize the analysis with proper interpretation.","Ransomware; Malware; Cryptography; Tools; Phishing; Feature extraction; Encryption; Artificial intelligence; hybrid malware analysis; machine learning; multi-level profiling; ransomware detection; reverse engineering","Poudyal, S (Corresponding Author), Univ Memphis, Ctr Informat Assurance, Dept Comp Sci, Memphis, TN 38152 USA. Poudyal, Subash; Dasgupta, Dipankar, Univ Memphis, Ctr Informat Assurance, Dept Comp Sci, Memphis, TN 38152 USA.","English"
"Journal Article","Kaur R,Ginige JA,Obst O","AI-based ICD coding and classification approaches using discharge summaries: A literature review","EXPERT SYSTEMS WITH APPLICATIONS","2023","213","B","","PERGAMON-ELSEVIER SCIENCE LTD","THE BOULEVARD, LANGFORD LANE, KIDLINGTON, OXFORD OX5 1GB, ENGLAND","2023-03-01","0957-4174","http://dx.doi.org/10.1016/j.eswa.2022.118997","10.1016/j.eswa.2022.118997","The assignment of codes to free-text clinical narratives have long been recognised to be beneficial for secondary uses such as funding, insurance claim processing and research. The current scenario of assigning clinical codes is a manual process which is very expensive, time-consuming and error prone. In recent years, many researchers have studied the use of Natural Language Processing (NLP), related machine learning and deep learning methods and techniques to resolve the problem of manual coding of clinical narratives and to assist human coders to assign clinical codes more accurately and efficiently. The main objective of this systematic literature review is to provide a comprehensive overview of automated clinical coding systems that utilise appropriate NLP, machine learning and deep learning methods and techniques to assign the International Classification of Diseases (ICD) codes to discharge summaries. We have followed the Preferred Reporting Items for Systematic Reviews and Meta-Analyses (PRISMA) guidelines and conducted a comprehensive search of publications from January, 2010 to December 2021 in four high quality academic databases: PubMed, ScienceDirect, Association for Computing Machinery (ACM) Digital Library, and the Association for Computational Linguistics (ACL) Anthology. We reviewed 6128 publications; 42 met the inclusion criteria. This review identified: 6 datasets having discharge summaries (2 publicly available, 4 acquired from hospitals); 14 NLP techniques along with some other data extraction processes, different feature extraction and embedding techniques. The review also shows that there is a significant increase in the use of deep learning models compared to machine learning. To measure the performance of classification methods, different evaluation metrics are used. Efforts are still required to improve ICD code prediction accuracy, availability of large-scale de-identified clinical corpora with the latest version of the classification system. This can be a platform to guide and share knowledge with the less experienced coders and researchers.","Computer assisted clinical coding; Clinical classification and coding; Discharge summaries; Natural Language Processing; Machine learning; Deep learning","Kaur, R (Corresponding Author), Western Sydney Univ, Sch Comp Data & Math Sci, Sydney, Australia. Kaur, Rajvir; Ginige, Jeewani Anupama; Obst, Oliver, Western Sydney Univ, Sch Comp Data & Math Sci, Sydney, Australia.","English"
"Journal Article","Islam C,Babar MA,Croft R,Janicke H","SmartValidator: A framework for automatic identification and classification of cyber threat data","JOURNAL OF NETWORK AND COMPUTER APPLICATIONS","2022","202","","","ACADEMIC PRESS LTD- ELSEVIER SCIENCE LTD","24-28 OVAL RD, LONDON NW1 7DX, ENGLAND","2022-06","1084-8045","http://dx.doi.org/10.1016/j.jnca.2022.103370","10.1016/j.jnca.2022.103370","A wide variety of Cyber Threat Information (CTI) is used by Security Operation Centres (SOCs) to perform validation of security incidents and alerts. Security experts manually define different types of rules and scripts based on CTI to perform validation tasks. These rules and scripts need to be updated continuously due to evolving threats, changing SOCs' requirements and dynamic nature of CTI. The manual process of updating rules and scripts delays the response to attacks. To reduce the burden of human experts and accelerate response, we propose a novel Artificial Intelligence (AI) based framework, SmartValidator. SmartValidator leverages Machine Learning (ML) techniques to enable automated validation of alerts. It consists of three layers to perform the tasks of data collection, model building and alert validation. It projects the validation task as a classification problem. Instead of building and saving models for all possible requirements, we propose to automatically construct the validation models based on SOC's requirements and CTI. We built a Proof of Concept (PoC) system with eight ML algorithms, two feature engineering techniques and 18 requirements to investigate the effectiveness and efficiency of SmartValidator. The evaluation results showed that when prediction models were built automatically for classifying cyber threat data, the F1-score of 75% of the models were above 0.8, which indicates adequate performance of the PoC for use in a real-world organization. The results further showed that dynamic construction of prediction models required 99% less models to be built than pre-building models for all possible requirements. Thus, SmartValidator is much more efficient to use when SOCs' requirements and threat behaviour are constantly evolving. The framework can be followed by various industries to accelerate and automate the validation of alerts and incidents based on their CTI and SOC's preferences.","Security Operation Centre; Cyber Threat Information; Threat intelligence; Alert validator; Cyber security; Threat data; Security automation; Machine Learning; Artificial Intelligence; Natural language processing","Islam, C (Corresponding Author), Univ Adelaide, CREST Ctr Res Engn Software Technol, Adelaide, SA, Australia. Islam, Chadni; Babar, M. Ali; Croft, Roland, Univ Adelaide, CREST Ctr Res Engn Software Technol, Adelaide, SA, Australia. Islam, Chadni; Babar, M. Ali; Croft, Roland; Janicke, Helge, Cyber Secur Cooperat Res Ctr, Joondalup, WA, Australia.","English"
"Journal Article","Wang L,Yan J,Mu L,Huang L","Knowledge discovery from remote sensing images: A review","WILEY INTERDISCIPLINARY REVIEWS-DATA MINING AND KNOWLEDGE DISCOVERY","2020","10","5","","WILEY PERIODICALS, INC","ONE MONTGOMERY ST, SUITE 1200, SAN FRANCISCO, CA 94104 USA","2020-09","1942-4787","http://dx.doi.org/10.1002/widm.1371","10.1002/widm.1371","The development of Earth observation (EO) technology has made the volume of remote sensing data archiving continually larger, but the knowledge hidden in massive remote sensing images has not been fully exploited. Through in-depth research on the artificial intelligence (AI)-based knowledge discovery approaches from remote sensing images, we divided them into four typical types according to their development stage, including rule-based approaches, data-driven approaches, reinforcement learning approaches, and ensemble methods. The basic principles, typical applications, advantages, and disadvantages have been detailed for commonly used algorithms within each category. Conclusions include the following: (a) Rule-based, data-driven and reinforcement learning algorithms form a trilogy from knowledge to data, and to capabilities. (b) Rule-based data mining algorithms can provide prior knowledge for data-driven approaches, the knowledge discovered by data-driven models can be as an important complement to expert knowledge and rule sets, and reinforcement learning approaches can effectively make up for the lack of training samples or small training sample in data-driven models. (c) The traditional data-driven machine learning approaches and their ensemble methods are the current and may be the future mainstream methods for large regional and even global scale long time series remote sensing data mining and analysis, and improving their computing efficiency is the key research direction. (d) Deep learning, deep reinforcement learning, transfer learning, and an ensemble approach of the three may be the main means for small-area scope, short time series, and key geoscience information extraction from remote sensing images within a long time of the future. This article is categorized under: Algorithmic Development > Spatial and Temporal Data Mining Fundamental Concepts of Data and Knowledge > Big Data Mining Technologies > Artificial Intelligence","data-driven; ensemble learning; reinforcement learning; remote sensed images; rule-based","Yan, JN (Corresponding Author), China Univ Geosci, Sch Comp Sci, Wuhan 430074, Hubei, Peoples R China. Wang, Lizhe; Yan, Jining; Huang, Liang, China Univ Geosci, Sch Comp Sci, Wuhan 430074, Hubei, Peoples R China. Wang, Lizhe; Mu, Lin, China Univ Geosci, Shenzhen Res Inst, Shenzhen, Peoples R China. Mu, Lin, Shenzhen Univ, Coll Life Sci & Oceanog, Shenzhen 518060, Peoples R China.","English"
"Journal Article","Khodabandehloo E,Riboni D,Alimohammadi A","HealthXAI: Collaborative and explainable AI for supporting early diagnosis of cognitive decline","FUTURE GENERATION COMPUTER SYSTEMS-THE INTERNATIONAL JOURNAL OF ESCIENCE","2021","116","","168-189","ELSEVIER","RADARWEG 29, 1043 NX AMSTERDAM, NETHERLANDS","2021-03","0167-739X","http://dx.doi.org/10.1016/j.future.2020.10.030","10.1016/j.future.2020.10.030","Our aging society claims for innovative tools to early detect symptoms of cognitive decline. Several research efforts are being made to exploit sensorized smart-homes and artificial intelligence (AI) methods to detect a decline of the cognitive functions of the elderly in order to promptly alert practitioners. Even though those tools may provide accurate predictions, they currently provide limited support to clinicians in making a diagnosis. Indeed, most AI systems do not provide any explanation of the reason why a given prediction was computed. Other systems are based on a set of rules that are easy to interpret by a human. However, those rule-based systems can cope with a limited number of abnormal situations, and are not flexible enough to adapt to different users and contextual situations. In this paper, we tackle this challenging problem by proposing a flexible AI system to recognize early symptoms of cognitive decline in smart-homes, which is able to explain the reason of predictions at a fine-grained level. Our method relies on well known clinical indicators that consider subtle and overt behavioral anomalies, as well as spatial disorientation and wandering behaviors. In order to adapt to different individuals and situations, anomalies are recognized using a collaborative approach. We experimented our approach with a large set of real world subjects, including people with MCI and people with dementia. We also implemented a dashboard to allow clinicians to inspect anomalies together with the explanations of predictions. Results show that our system's predictions are significantly correlated to the person's actual diagnosis. Moreover, a preliminary user study with clinicians suggests that the explanation capabilities of our system are useful to improve the task performance and to increase trust. To the best of our knowledge, this is the first work that explores data-driven explainable AI for supporting the diagnosis of cognitive decline. (C) 2020 Elsevier B.V. All rights reserved.","Pervasive healthcare; Explainable artificial intelligence; Cognitive decline; Sensor-based activity recognition","Alimohammadi, A (Corresponding Author), KN Toosi Univ Technol, Dept Geospatial Informat Syst, Tehran, Iran. Riboni, D (Corresponding Author), Univ Cagliari, Dept Math & Comp Sci, Cagliari, Italy. Khodabandehloo, Elham; Alimohammadi, Abbas, KN Toosi Univ Technol, Dept Geospatial Informat Syst, Tehran, Iran. Riboni, Daniele, Univ Cagliari, Dept Math & Comp Sci, Cagliari, Italy.","English"
"Journal Article","El-Sappagh S,Alonso-Moral JM,Abuhmed T,Ali F,Bugarin-Diz A","Trustworthy artificial intelligence in Alzheimer's disease: state of the art, opportunities, and challenges","ARTIFICIAL INTELLIGENCE REVIEW","2023","56","10","11149-11296","SPRINGER","VAN GODEWIJCKSTRAAT 30, 3311 GZ DORDRECHT, NETHERLANDS","2023-10","0269-2821","http://dx.doi.org/10.1007/s10462-023-10415-5","10.1007/s10462-023-10415-5","Medical applications of Artificial Intelligence (AI) have consistently shown remarkable performance in providing medical professionals and patients with support for complex tasks. Nevertheless, the use of these applications in sensitive clinical domains where high-stakes decisions are involved could be much more extensive if patients, medical professionals, and regulators were provided with mechanisms for trusting the results provided by AI systems. A key issue for achieving this is endowing AI systems with key dimensions of Trustworthy AI (TAI), such as fairness, transparency, robustness, or accountability, which are not usually considered within this context in a generalized and systematic manner. This paper reviews the recent advances in the TAI domain, including TAI standards and guidelines. We propose several requirements to be addressed in the design, development, and deployment of TAI systems and present a novel machine learning pipeline that contains TAI requirements as embedded components. Moreover, as an example of how current AI systems in medicine consider the TAI perspective, the study extensively reviews the recent literature (2017-2021) on AI systems in a prevalent and high social-impact disease: diagnosis and progression detection of Alzheimer's Disease (AD). The most relevant AI systems in the AD domain are compared and discussed (such as machine learning, deep learning, ensembles, time series, and multimodal multitask) from the perspective of how they address TAI in their design. Several open challenges are highlighted, which could be claimed as one of the main reasons to justify the rare application of AI systems in real clinical environments. The study provides a roadmap to measure the TAI status of an AI systems and highlights its limitations. In addition, it provides the main guidelines to overcome these limitations and build medically trusted AI-based applications in the medical domain.","Trustworthy AI; AI for Alzheimer's disease diagnosis and progression detection; Machine learning in medicine; Responsible AI; Fairness; accountability; and transparency in AI","Abuhmed, T (Corresponding Author), Sungkyunkwan Univ, Coll Comp & Informat, Suwon, South Korea. El-Sappagh, Shaker, Galala Univ, Fac Comp Sci & Engn, Suez 435611, Egypt. El-Sappagh, Shaker, Benha Univ, Fac Comp & Artificial Intelligence, Informat Syst Dept, Banha 13518, Egypt. El-Sappagh, Shaker; Abuhmed, Tamer, Sungkyunkwan Univ, Coll Comp & Informat, Suwon, South Korea. Alonso-Moral, Jose M.; Bugarin-Diz, Alberto, Univ Santiago de Compostela, Ctr Singular Invest Tecnol Intelixentes, Santiago De Compostela 15782, Spain. Ali, Farman, Sejong Univ, Dept Software, Seoul, South Korea.","English"
"Journal Article","Cazzato G,Capuzzolo M,Parente P,Arezzo F,Loizzi V,Macorano E,Marzullo A,Cormio G,Ingravallo G","Chat GPT in Diagnostic Human Pathology: Will It Be Useful to Pathologists? A Preliminary Review with `Query Session' and Future Perspectives","AI","2023","4","4","1010-1022","MDPI","ST ALBAN-ANLAGE 66, CH-4052 BASEL, SWITZERLAND","2023-12","","http://dx.doi.org/10.3390/ai4040051","10.3390/ai4040051","The advent of Artificial Intelligence (AI) has in just a few years supplied multiple areas of knowledge, including in the medical and scientific fields. An increasing number of AI-based applications have been developed, among which conversational AI has emerged. Regarding the latter, ChatGPT has risen to the headlines, scientific and otherwise, for its distinct propensity to simulate a `real' discussion with its interlocutor, based on appropriate prompts. Although several clinical studies using ChatGPT have already been published in the literature, very little has yet been written about its potential application in human pathology. We conduct a systematic review following the Preferred Reporting Items for Systematic Reviews and Meta-Analyses (PRISMA) guidelines, using PubMed, Scopus and the Web of Science (WoS) as databases, with the following keywords: ChatGPT OR Chat GPT, in combination with each of the following: pathology, diagnostic pathology, anatomic pathology, before 31 July 2023. A total of 103 records were initially identified in the literature search, of which 19 were duplicates. After screening for eligibility and inclusion criteria, only five publications were ultimately included. The majority of publications were original articles (n = 2), followed by a case report (n = 1), letter to the editor (n = 1) and review (n = 1). Furthermore, we performed a `query session' with ChatGPT regarding pathologies such as pigmented skin lesions, malignant melanoma and variants, Gleason's score of prostate adenocarcinoma, differential diagnosis between germ cell tumors and high grade serous carcinoma of the ovary, pleural mesothelioma and pediatric diffuse midline glioma. Although the premises are exciting and ChatGPT is able to co-advise the pathologist in providing large amounts of scientific data for use in routine microscopic diagnostic practice, there are many limitations (such as data of training, amount of data available, `hallucination' phenomena) that need to be addressed and resolved, with the caveat that an AI-driven system should always provide support and never a decision-making motive during the histopathological diagnostic process.","ChatGPT; chatbot; artificial intelligence; AI; pathology; histology","Cazzato, G (Corresponding Author), Univ Bari Aldo Moro, Dept Precis & Regenerat Med & Ionian Area DiMePRe, Sect Mol Pathol, I-70124 Bari, Italy. Cazzato, Gerardo; Capuzzolo, Marialessandra; Marzullo, Andrea; Ingravallo, Giuseppe, Univ Bari Aldo Moro, Dept Precis & Regenerat Med & Ionian Area DiMePRe, Sect Mol Pathol, I-70124 Bari, Italy. Parente, Paola, Fdn IRCCS Osped Casa Sollievo della Sofferenza, Pathol Unit, I-71013 San Giovanni Rotondo, Italy. Arezzo, Francesca; Loizzi, Vera; Cormio, Gennaro, IRCCS Ist Tumori Giovanni Paolo II, I-70124 Bari, Italy. Macorano, Enrica, Univ Bari Aldo Moro, Interdisciplinary Dept Med, Sect Legal Med, I-70124 Bari, Italy.","English"
"Journal Article","Shumba AT,Montanaro T,Sergi I,Fachechi L,De Vittorio M,Patrono L","Leveraging IoT-Aware Technologies and AI Techniques for Real-Time Critical Healthcare Applications","SENSORS","2022","22","19","","MDPI","ST ALBAN-ANLAGE 66, CH-4052 BASEL, SWITZERLAND","2022-10","","http://dx.doi.org/10.3390/s22197675","10.3390/s22197675","Personalised healthcare has seen significant improvements due to the introduction of health monitoring technologies that allow wearable devices to unintrusively monitor physiological parameters such as heart health, blood pressure, sleep patterns, and blood glucose levels, among others. Additionally, utilising advanced sensing technologies based on flexible and innovative biocompatible materials in wearable devices allows high accuracy and precision measurement of biological signals. Furthermore, applying real-time Machine Learning algorithms to highly accurate physiological parameters allows precise identification of unusual patterns in the data to provide health event predictions and warnings for timely intervention. However, in the predominantly adopted architectures, health event predictions based on Machine Learning are typically obtained by leveraging Cloud infrastructures characterised by shortcomings such as delayed response times and privacy issues. Fortunately, recent works highlight that a new paradigm based on Edge Computing technologies and on-device Artificial Intelligence significantly improve the latency and privacy issues. Applying this new paradigm to personalised healthcare architectures can significantly improve their efficiency and efficacy. Therefore, this paper reviews existing IoT healthcare architectures that utilise wearable devices and subsequently presents a scalable and modular system architecture to leverage emerging technologies to solve identified shortcomings. The defined architecture includes ultrathin, skin-compatible, flexible, high precision piezoelectric sensors, low-cost communication technologies, on-device intelligence, Edge Intelligence, and Edge Computing technologies. To provide development guidelines and define a consistent reference architecture for improved scalable wearable IoT-based critical healthcare architectures, this manuscript outlines the essential functional and non-functional requirements based on deductions from existing architectures and emerging technology trends. The presented system architecture can be applied to many scenarios, including ambient assisted living, where continuous surveillance and issuance of timely warnings can afford independence to the elderly and chronically ill. We conclude that the distribution and modularity of architecture layers, local AI-based elaboration, and data packaging consistency are the more essential functional requirements for critical healthcare application use cases. We also identify fast response time, utility, comfort, and low cost as the essential non-functional requirements for the defined system architecture.","internet of things; edge intelligence; healthcare and wellness; piezoelectric sensors; multi-sensor; anomaly detection","Patrono, L (Corresponding Author), Univ Salento, Dept Engn Innovat, I-73100 Lecce, Italy. Shumba, Angela-Tafadzwa; Montanaro, Teodoro; Sergi, Ilaria; De Vittorio, Massimo; Patrono, Luigi, Univ Salento, Dept Engn Innovat, I-73100 Lecce, Italy. Shumba, Angela-Tafadzwa; Fachechi, Luca; De Vittorio, Massimo, Ist Italiano Tecnol, Ctr Biomol Nanotechnol, I-73010 Lecce, Italy.","English"
"Journal Article","Thakker D,Mishra BK,Abdullatif A,Mazumdar S,Simpson S","Explainable Artificial Intelligence for Developing Smart Cities Solutions","SMART CITIES","2020","3","4","1353-1382","MDPI","ST ALBAN-ANLAGE 66, CH-4052 BASEL, SWITZERLAND","2020-12","","http://dx.doi.org/10.3390/smartcities3040065","10.3390/smartcities3040065","Traditional Artificial Intelligence (AI) technologies used in developing smart cities solutions, Machine Learning (ML) and recently Deep Learning (DL), rely more on utilising best representative training datasets and features engineering and less on the available domain expertise. We argue that such an approach to solution development makes the outcome of solutions less explainable, i.e., it is often not possible to explain the results of the model. There is a growing concern among policymakers in cities with this lack of explainability of AI solutions, and this is considered a major hindrance in the wider acceptability and trust in such AI-based solutions. In this work, we survey the concept of `explainable deep learning' as a subset of the `explainable AI' problem and propose a new solution using Semantic Web technologies, demonstrated with a smart cities flood monitoring application in the context of a European Commission-funded project. Monitoring of gullies and drainage in crucial geographical areas susceptible to flooding issues is an important aspect of any flood monitoring solution. Typical solutions for this problem involve the use of cameras to capture images showing the affected areas in real-time with different objects such as leaves, plastic bottles etc., and building a DL-based classifier to detect such objects and classify blockages based on the presence and coverage of these objects in the images. In this work, we uniquely propose an Explainable AI solution using DL and Semantic Web technologies to build a hybrid classifier. In this hybrid classifier, the DL component detects object presence and coverage level and semantic rules designed with close consultation with experts carry out the classification. By using the expert knowledge in the flooding context, our hybrid classifier provides the flexibility on categorising the image using objects and their coverage relationships. The experimental results demonstrated with a real-world use case showed that this hybrid approach of image classification has on average 11% improvement (F-Measure) in image classification performance compared to DL-only classifier. It also has the distinct advantage of integrating experts' knowledge on defining the decision-making rules to represent the complex circumstances and using such knowledge to explain the results.","explainable AI; multi-object; coverage detection; semantic Rules; hybrid image classification; flood monitoring","Thakker, D (Corresponding Author), Univ Bradford, Dept Comp Sci, Bradford BD7 1DP, W Yorkshire, England. Thakker, Dhavalkumar; Mishra, Bhupesh Kumar; Abdullatif, Amr, Univ Bradford, Dept Comp Sci, Bradford BD7 1DP, W Yorkshire, England. Mazumdar, Suvodeep, Univ Sheffield, Informat Sch, Sheffield S10 2TN, S Yorkshire, England. Simpson, Sydney, City Bradford Metropolitan Dist Council, Bradford BD1 1HX, W Yorkshire, England.","English"
