"Authors","Author full names","Author(s) ID","Title","Year","Source title","Volume","Issue","Art. No.","Page start","Page end","Page count","DOI","Link","Abstract","EID"
"Strauß S.","Strauß, Stefan (39161935300)","39161935300","Deep automation bias: How to tackle a wicked problem of ai?","2021","Big Data and Cognitive Computing","5","2","18","","","","10.3390/bdcc5020018","https://www.scopus.com/inward/record.uri?eid=2-s2.0-85105222700&doi=10.3390%2fbdcc5020018&partnerID=40&md5=b8926db5986dd6c2d1b46074868b51cd","The increasing use of AI in different societal contexts intensified the debate on risks, ethical problems and bias. Accordingly, promising research activities focus on debiasing to strengthen fairness, accountability and transparency in machine learning. There is, though, a tendency to fix societal and ethical issues with technical solutions that may cause additional, wicked problems. Alternative analytical approaches are thus needed to avoid this and to comprehend how societal and ethical issues occur in AI systems. Despite various forms of bias, ultimately, risks result from eventual rule conflicts between the AI system behavior due to feature complexity and user practices with limited options for scrutiny. Hence, although different forms of bias can occur, automation is their common ground. The paper highlights the role of automation and explains why deep automation bias (DAB) is a metarisk of AI. Based on former work it elaborates the main influencing factors and develops a heuristic model for assessing DAB-related risks in AI systems. This model aims at raising problem awareness and training on the sociotechnical risks resulting from AI-based automation and contributes to improving the general explicability of AI systems beyond technical issues. © 2021 by the author. Licensee MDPI, Basel, Switzerland.","2-s2.0-85105222700"
"Rjoob K.; Bond R.; Finlay D.; McGilligan V.; Leslie S.J.; Rababah A.; Iftikhar A.; Guldenring D.; Knoery C.; McShane A.; Peace A.","Rjoob, Khaled (57204770661); Bond, Raymond (36019802200); Finlay, Dewar (8977626000); McGilligan, Victoria (15762848200); Leslie, Stephen J. (57202677736); Rababah, Ali (56904089300); Iftikhar, Aleeha (57210747030); Guldenring, Daniel (36459546000); Knoery, Charles (57202587350); McShane, Anne (57210787090); Peace, Aaron (25655320100)","57204770661; 36019802200; 8977626000; 15762848200; 57202677736; 56904089300; 57210747030; 36459546000; 57202587350; 57210787090; 25655320100","Towards Explainable Artificial Intelligence and Explanation User Interfaces to Open the ‘Black Box’ of Automated ECG Interpretation","2021","Lecture Notes in Computer Science (including subseries Lecture Notes in Artificial Intelligence and Lecture Notes in Bioinformatics)","12585 LNCS","","","96","108","12","10.1007/978-3-030-68007-7_6","https://www.scopus.com/inward/record.uri?eid=2-s2.0-85102652393&doi=10.1007%2f978-3-030-68007-7_6&partnerID=40&md5=b970a597d371c1bf29a05c6c655aa6b3","This an exploratory paper that discusses the use of artificial intelligence (AI) in ECG interpretation and opportunities for improving the explainability of the AI (XAI) when reading 12-lead ECGs. To develop AI systems, many principles (human rights, well-being, data agency, effectiveness, transparency, accountability, awareness of misuse and competence) must be considered to ensure that the AI is trustworthy and applicable. The current computerised ECG interpretation algorithms can detect different types of heart diseases. However, there are some challenges and shortcomings that need to be addressed, such as the explainability issue and the interaction between the human and the AI for clinical decision making. These challenges create opportunities to develop a trustworthy XAI for automated ECG interpretation with a high performance and a high confidence level. This study reports a proposed XAI interface design in automatic ECG interpretation based on suggestions from previous studies and based on standard guidelines that were developed by the human computer interaction (HCI) community. New XAI interfaces should be developed in the future that facilitate more transparency of the decision logic of the algorithm which may allow users to calibrate their trust and use of the AI system. © 2021, Springer Nature Switzerland AG.","2-s2.0-85102652393"
"Kher Y.; Saxena A.; Tamizharasan P.S.; Joshi A.D.","Kher, Yatharth (57224404654); Saxena, Aditya (58727691000); Tamizharasan, P.S. (56405540900); Joshi, Amit D. (55572120100)","57224404654; 58727691000; 56405540900; 55572120100","Deep Learning-Based Smart Parking Management System and Business Model","2021","Communications in Computer and Information Science","1378 CCIS","","","116","127","11","10.1007/978-981-16-1103-2_11","https://www.scopus.com/inward/record.uri?eid=2-s2.0-85107506139&doi=10.1007%2f978-981-16-1103-2_11&partnerID=40&md5=bbce4ce71e6b76905911afe95fa14638","In this fast-developing world, the increase in the number of vehicles demands a smart parking system in smart cities. The issue of spending a lot of time finding parking slots needs to be addressed. The increase of smartphones provides the space to develop smart applications enabled with AI and deep learning. This paper proposes an AI-based smart parking management system and a business model to provide a solution for both user and the owner of the parking space. Owners of the parking slots can opt for fixed or variable timeslots to make use of their parking spaces. Registered users can check the availability of the parking spaces at the destination in real-time and details of the users such as the time and vehicle details can be detected and updated automatically. Billing for the parking space usage will also be done automatically as per the regulated guidelines. Raspberry Pi and deep learning tools are used for the implementation. The proposed system is cost-effective and reduces time and energy. © 2021, Springer Nature Singapore Pte Ltd.","2-s2.0-85107506139"
"Bozenhard J.","Bozenhard, Jonas (57225082242)","57225082242","Can GPT-3 speak? Wittgensteinian perspectives on human-machine communication","2021","AISB Convention 2021: Communication and Conversations","","","","","","","","https://www.scopus.com/inward/record.uri?eid=2-s2.0-85109079564&partnerID=40&md5=4b2dda2225f9d49ea2a7628c5a039b53","There has been a lot of hype surrounding OpenAI’s impressive language model GPT-3 ever since it was released in mid-2020. Not only AI researchers and journalists were astound-ed by its spectacular performance at generating human-like text in a wide variety of domains – there was also great astonishment in the philosophical community. David Chalmers, for example, calls OpenAI’s autoregressive language model “one of the most interesting and important AI systems ever produced” [1]. This assessment seems appropriate – not least because GPT-3 raises intricate philosophical questions, for instance: “Does the ability to generate ‘speech’ imply communicative ability?” [2] In other words, do machines that produce text or speech possess linguistic competence and qualify as speakers? More trenchantly put: Can GPT-3 speak? My paper develops a framework of human-machine communication which casts new light on the conversational capacity of GPT-3 and other AI-powered text generators. As a major source of inspiration serves Ludwig Wittgenstein’s later philosophy, particularly his much-discussed reflections on rule-following and private language. © 2021 AISB Convention 2021: Communication and Conversations. All rights reserved.","2-s2.0-85109079564"
"Poudyal S.; Dasgupta D.","Poudyal, Subash (57207728272); Dasgupta, DIpankar (7103226630)","57207728272; 7103226630","Analysis of Crypto-Ransomware Using ML-Based Multi-Level Profiling","2021","IEEE Access","9","","9526633","122532","122547","15","10.1109/ACCESS.2021.3109260","https://www.scopus.com/inward/record.uri?eid=2-s2.0-85114768095&doi=10.1109%2fACCESS.2021.3109260&partnerID=40&md5=814745beef69115538564328fa8866c1","Crypto-ransomware is the most prevalent form of modern malware, has affected various industries, demanding a significant amount of ransom. Mainly, small businesses, healthcare, education, and government sectors have been under continuous attacks by these adversaries. Various static and dynamic analysis techniques exist, but these methods become less efficient as the malware writers continuously trick the defenders. Numerous research of ransomware with AI techniques often lack the behavioral analysis and its correlation mapping. In this work, we developed an AI-powered hybrid approach overcoming the recent challenges to detect ransomware. Specifically, we proposed a deep inspection approach for multi-level profiling of crypto-ransomware, which captures the distinct features at Dynamic link library, function call, and assembly levels. We showed how the code segments correlate at these levels for studied samples. Our hybrid multi-level analysis approach includes advanced static and dynamic methods and a novel strategy of analyzing behavioral chains with AI techniques. Moreover, association rule mining, natural language processing techniques, and machine learning classifiers are integrated for building ransomware validation and detection model. We experimented with crypto-ransomware samples (collected from VirusTotal). One of the machine learning algorithms achieved the highest accuracy of 99.72% and a false positive rate of 0.003 with two class datasets. The result exhibited that multi-level profiling can better detect ransomware samples with higher accuracy. The multi-level feature sequence can be extracted from most of the applications running in the different operating systems; therefore, we believe that our method can detect ransomware for devices on multiple platforms. We designed a prototype, AIRaD (AI-based Ransomware Detection) tool, which will allow researchers and the defenders to visualize the analysis with proper interpretation.  © 2013 IEEE.","2-s2.0-85114768095"
"Maree C.; Modal J.E.; Omlin C.W.","Maree, Charl (57221647637); Modal, Jan Erik (57221643264); Omlin, Christian W. (6701361209)","57221647637; 57221643264; 6701361209","Towards Responsible AI for Financial Transactions","2020","2020 IEEE Symposium Series on Computational Intelligence, SSCI 2020","","","9308456","16","21","5","10.1109/SSCI47803.2020.9308456","https://www.scopus.com/inward/record.uri?eid=2-s2.0-85099715927&doi=10.1109%2fSSCI47803.2020.9308456&partnerID=40&md5=512ee3829095cc4192418d992d1c251f","The application of AI in finance is increasingly dependent on the principles of responsible AI. These principles-explainability, fairness, privacy, accountability, transparency and soundness form the basis for trust in future AI systems. In this empirical study, we address the first principle by providing an explanation for a deep neural nenvork that is trained on a mixture of numerical, categorical and textual inputs for financial transaction classification. The explanation is achieved through (1) a feature importance analysis using Shapley additive explanations (SHAP) and (2) a hybrid approach of text clustering and decision tree classifiers. We then test the robustness of the model by exposing it to a targeted evasion attack, leveraging the knowledge we gained about the model through the extracted explanation.  © 2020 IEEE.","2-s2.0-85099715927"
"Zhou Y.; Boussard M.; Delaborde A.","Zhou, Yongxin (57226595395); Boussard, Matthieu (57204166287); Delaborde, Agnes (58680788000)","57226595395; 57204166287; 58680788000","Towards an XAI-Assisted Third-Party Evaluation of AI Systems: Illustration on Decision Trees","2021","Lecture Notes in Computer Science (including subseries Lecture Notes in Artificial Intelligence and Lecture Notes in Bioinformatics)","12688 LNAI","","","158","172","14","10.1007/978-3-030-82017-6_10","https://www.scopus.com/inward/record.uri?eid=2-s2.0-85113333532&doi=10.1007%2f978-3-030-82017-6_10&partnerID=40&md5=db57674cad21e4523b43981b1f61d564","We explored the potential contribution of eXplainable Artificial Intelligence (XAI) for the evaluation of Artificial Intelligence (AI), in a context where such an evaluation is performed by independent third-party evaluators, for example in the objective of certification. The experimental approach of this paper is based on “explainable by design” decision trees that produce predictions on health data and bank data. Results presented in this paper show that the explanations could be used by the evaluators to identify the parameters used in decision making and their levels of importance. The explanations would thus make it possible to orient the constitution of the evaluation corpus, to explore the rules followed for decision-making and to identify potentially critical relationships between different parameters. In addition, the explanations make it possible to inspect the presence of bias in the database and in the algorithm. These first results lay the groundwork for further additional research in order to generalize the conclusions of this paper to different XAI methods. © 2021, Springer Nature Switzerland AG.","2-s2.0-85113333532"
"Zaman S.; Alhazmi K.; Aseeri M.A.; Ahmed M.R.; Khan R.T.; Kaiser M.S.; Mahmud M.","Zaman, Shakila (57213556983); Alhazmi, Khaled (56285302600); Aseeri, Mohammed A. (12752663200); Ahmed, Muhammad Raisuddin (58494866000); Khan, Risala Tasin (56693715000); Kaiser, M. Shamim (56446362000); Mahmud, Mufti (35173453700)","57213556983; 56285302600; 12752663200; 58494866000; 56693715000; 56446362000; 35173453700","Security Threats and Artificial Intelligence Based Countermeasures for Internet of Things Networks: A Comprehensive Survey","2021","IEEE Access","9","","9456954","94668","94690","22","10.1109/ACCESS.2021.3089681","https://www.scopus.com/inward/record.uri?eid=2-s2.0-85110756846&doi=10.1109%2fACCESS.2021.3089681&partnerID=40&md5=4bf64d9fc3151422ffae3db84707d1f5","The Internet of Things (IoT) has emerged as a technology capable of connecting heterogeneous nodes/objects, such as people, devices, infrastructure, and makes our daily lives simpler, safer, and fruitful. Being part of a large network of heterogeneous devices, these nodes are typically resource-constrained and became the weakest link to the cyber attacker. Classical encryption techniques have been employed to ensure the data security of the IoT network. However, high-level encryption techniques cannot be employed in IoT devices due to the limitation of resources. In addition, node security is still a challenge for network engineers. Thus, we need to explore a complete solution for IoT networks that can ensure nodes and data security. The rule-based approaches and shallow and deep machine learning algorithms- branches of Artificial Intelligence (AI)- can be employed as countermeasures along with the existing network security protocols. This paper presented a comprehensive layer-wise survey on IoT security threats, and the AI-based security models to impede security threats. Finally, open challenges and future research directions are addressed for the safeguard of the IoT network. © 2013 IEEE.","2-s2.0-85110756846"
"Remoaldo D.; Jesus I.S.","Remoaldo, Diogo (57221682586); Jesus, Isabel S. (9333348500)","57221682586; 9333348500","Analysis of a traditional and a fuzzy logic enhanced perturb and observe algorithm for the mppt of a photovoltaic system","2021","Algorithms","14","1","24","","","","10.3390/a14010024","https://www.scopus.com/inward/record.uri?eid=2-s2.0-85099783233&doi=10.3390%2fa14010024&partnerID=40&md5=c9fdcc6380719a745639771d25258ffa","This paper presents the results obtained for the maximum power point tracking (MPPT) technique applied to a photovoltaic (PV) system, composed of five solar panels in series using two different methodologies. First, we considered a traditional Perturb and Observe (P&O) algorithm and in a second stage we applied a Fuzzy Logic Controller (FLC) that uses fuzzy logic concepts to improve the traditional P&O; both were implemented in a boost converter. The main aim of this paper is to study if an artificial intelligence (AI) based MPPT method, can be more efficient, stable and adaptable than a traditional MPPT method, in varying environment conditions, namely solar irradiation and/or environment temperature and also to analyze their behaviour in steady state conditions. The proposed FLC with a rule base collection of 25 rules outperformed the controller using the traditional P&O algorithm due to its adaptative step size, enabling the FLC to adapt the PV system faster to changing environment conditions, guessing the correct maximum power point (MPP) faster and achieving lower oscillations in steady state conditions, leading to higher generated energy due to lower losses both in steady state and dynamic environment conditions. The simulations in this study were performed using MATLAB (Version 2018)/Simulink. © 2021 by the authors. Licensee MDPI, Basel, Switzerland.","2-s2.0-85099783233"
"Kiru M.U.; Belaton B.; Mohamad S.M.S.; Usman G.M.; Kazaure A.A.","Kiru, Muhammad Ubale (57213686164); Belaton, Bahari (6504014356); Mohamad, Sharifah Mashita Syed (57221463263); Usman, Gana Mohammed (57205723157); Kazaure, Abdullahi Aminu (57213687871)","57213686164; 6504014356; 57221463263; 57205723157; 57213687871","Intelligent Automatic Door System based on Supervised Learning","2020","2020 IEEE Conference on Open Systems, ICOS 2020","","","9293673","43","47","4","10.1109/ICOS50156.2020.9293673","https://www.scopus.com/inward/record.uri?eid=2-s2.0-85099202272&doi=10.1109%2fICOS50156.2020.9293673&partnerID=40&md5=4d5783aeaafe8d7d4a90fc003ab32c9d","The widespread adoption of automatic sliding doors in both commercial and non-commercial environments globally has necessitated the need to improve their efficiency, safety, and mode of operation. The automatic door gives access to go into or outside a building by sensing the approaching individual using sensors. However, it does not have the intuition to understand when a person is not authorized to go outside based on their age limit, for example, children. To address this problem, researchers have proposed solutions ranging from the use of fuzzy logic to rule-based approaches to make automatic doors better than the previous ones. In this study, an AI-based automatic door system is proposed, which uses a supervised machine learning approach to train classifiers using human body measurement. Our evaluation of different classifiers indicates that SVM is capable of classifying the instances correctly while achieving about 88.9% F-score. Thus, the proposed approach is expected to improve the safety of automatic doors, thereby making them smarter and more intelligent.  © 2020 IEEE.","2-s2.0-85099202272"
"Udenwagu N.E.; Azeta A.A.; Misra S.; Nwaocha V.O.; Enosegbe D.L.; Sharma M.M.","Udenwagu, Nnaemeka E. (57223614368); Azeta, Ambrose A. (24069688600); Misra, Sanjay (56962766700); Nwaocha, Vivian O. (56655151300); Enosegbe, Daniel L. (57223636758); Sharma, Mayank Mohan (57214452513)","57223614368; 24069688600; 56962766700; 56655151300; 57223636758; 57214452513","ExplainEx: An Explainable Artificial Intelligence Framework for Interpreting Predictive Models","2021","Advances in Intelligent Systems and Computing","1375 AIST","","","505","515","10","10.1007/978-3-030-73050-5_51","https://www.scopus.com/inward/record.uri?eid=2-s2.0-85105938022&doi=10.1007%2f978-3-030-73050-5_51&partnerID=40&md5=6ff145ae8730999d5ef243913dee7e16","Artificial Intelligence (AI) systems are increasingly dependent on machine learning models which lack interpretability and algorithmic transparency, and hence may not be trusted by its users. The fear of failure in these systems is driving many governments to demand more explanation and accountability. Take, for example, the “Right of Explanation” rule proposed in the European Union in 2019, which gives citizens the right to demand an explanation from AI-based predictions. Explainable Artificial Intelligence (XAI) is an attempt to open up the “black box” and create more explainable systems which create predictive models whose results are easily understandable to humans. This paper describes an explanation model called ExplainEx which automatically generates natural language explanation for predictive models by consuming REST API provided by ExpliClas open-source web service. The classification model consists of four main decision tree algorithms including J48, Random Tree, RepTree and FURIA. The user interface was designed based on Microsoft.Net Framework programming platform. At the background is a software engine automating a seamless interaction between Expliclas API and the trained datasets, to provide natural language explanation to users. Unlike other studies, our proposed model is both a stand-alone and client-server based system capable of providing global explanations for any decision tree classifier. It supports multiple concurrent users in a client-server environment and can apply all four algorithms concurrently on a single dataset, returning both precision score and explanation. It is a ready tool for researchers who have datasets and classifiers prepared for explanation. This work bridges the gap between prediction and explanation, thereby allowing researchers to concentrate on data analysis and building state-of-the-art predictive models. © 2021, The Author(s), under exclusive license to Springer Nature Switzerland AG.","2-s2.0-85105938022"
"Sheth A.; Gaur M.; Roy K.; Faldu K.","Sheth, Amit (57200763252); Gaur, Manas (57204944466); Roy, Kaushik (57221320197); Faldu, Keyur (57221152990)","57200763252; 57204944466; 57221320197; 57221152990","Knowledge-Intensive Language Understanding for Explainable AI","2021","IEEE Internet Computing","25","5","","19","24","5","10.1109/MIC.2021.3101919","https://www.scopus.com/inward/record.uri?eid=2-s2.0-85113254520&doi=10.1109%2fMIC.2021.3101919&partnerID=40&md5=647ed99e093187e0c95d97783bfaeb5f","AI systems have seen significant adoption in various domains. At the same time, further adoption in some domains is hindered by the inability to fully trust an AI system that it will not harm a human. Besides, fairness, privacy, transparency, and explainability are vital to developing trust in AI systems. As stated in Describing Trustworthy AI,aa.https://www.ibm.com/watson/trustworthy-ai. Trust comes through understanding. How AI-led decisions are made and what determining factors were included are crucial to understand. The subarea of explaining AI systems has come to be known as XAI. Multiple aspects of an AI system can be explained; these include biases that the data might have, lack of data points in a particular region of the example space, fairness of gathering the data, feature importances, etc. However, besides these, it is critical to have human-centered explanations directly related to decision-making, similar to how a domain expert makes decisions based on domain knowledge, including well-established, peer-validated explicit guidelines. To understand and validate an AI system's outcomes (such as classification, recommendations, predictions) that lead to developing trust in the AI system, it is necessary to involve explicit domain knowledge that humans understand and use. Contemporary XAI methods are yet addressed explanations that enable decision-making similar to an expert. Figure 1 shows the stages of adoption of an AI system into the real world.  © 1997-2012 IEEE.","2-s2.0-85113254520"
"Fisichella M.; Garolla F.","Fisichella, Marco (36607884300); Garolla, Filippo (57207112126)","36607884300; 57207112126","Can Deep Learning Improve Technical Analysis of Forex Data to Predict Future Price Movements?","2021","IEEE Access","9","","","153083","153101","18","10.1109/ACCESS.2021.3127570","https://www.scopus.com/inward/record.uri?eid=2-s2.0-85119401557&doi=10.1109%2fACCESS.2021.3127570&partnerID=40&md5=780ad3009cfc10182de483519f08d265","The foreign exchange market (Forex) is the world's largest market for trading foreign money, with a trading volume of over 5.1 trillion dollars per day. It is known to be very complicated and volatile. Technical analysis is the observation of past market movements with the aim of predicting future prices and dealing with the effects of market movements. A trading system is based on technical indicators derived from technical analysis. In our work, a complete trading system with a combination of trading rules on Forex time series data is developed and made available to the scientific community. The system is implemented in two phases: In the first phase, each trading rule, both the AI-based rule and the trading rules from the technical indicators, is tested for selection; in the second phase, profitable rules are selected among the qualified rules and combined. Training data is used in the training phase of the trading system. The proposed trading system was extensively trained and tested on historical data from 2010 to 2021. To determine the effectiveness of the proposed method, we also conducted experiments with datasets and methodologies used in recent work by Hernandez-Aguila et al., 2021 and by Munkhdalai et al., 2019. Our method outperforms all other methodologies for almost all Forex markets, with an average percentage gain of 20.2%. A particular focus was on training our AI-based rule with two different architectures: the first is a widely used convolutional network for image classification, i.e. ResNet50; the second is an attention-based network Vision Transformer (ViT). The results provide a clear answer to the main question that guided our research and which is the title of this paper.  © 2013 IEEE.","2-s2.0-85119401557"
"Ali S.; Park H.W.; Breazeal C.","Ali, Safinah (57207448534); Park, Hae Won (57191796621); Breazeal, Cynthia (7003691791)","57207448534; 57191796621; 7003691791","Can Children Emulate a Robotic Non-Player Character's Figural Creativity?","2020","CHI PLAY 2020 - Proceedings of the Annual Symposium on Computer-Human Interaction in Play","","","","499","509","10","10.1145/3410404.3414251","https://www.scopus.com/inward/record.uri?eid=2-s2.0-85097490664&doi=10.1145%2f3410404.3414251&partnerID=40&md5=7762d080285fd0c3398b5ccda20a1dd7","Can intelligent non-player game characters (NPCs) increase children's creativity during collaborative gameplay? Children's creativity is influenced by collaborative play with creative peers through social emulation. In this paper, we study children's emulation of an AI-enabled social Non-Player Character (NPC) as a new type of game mechanism to elicit creative expression. We developed Magic Draw, a collaborative drawing game designed to foster children's figural creativity that allows us to investigate the efficacy of an NPC's creativity demonstration in enhancing children's creativity in the resulting drawings. The NPC is an emotively expressive social robot that plays Magic Draw with a child as a peer-like playmate. We present the results of a study in which participants co-draw figures with a social robot that demonstrates different levels of figural creativity, to understand whether an NPC's creativity in its own contributions stimulates figural creativity in children. 78 participants (ages 5 - 10) were randomly assigned to a non-creative robot control condition (C-) and a creative robot condition (C+). Participants who interacted with the creative robot generated significantly more creative drawings, and hence exhibited higher levels of figural creativity. We infer that the social robotic peers' demonstration of figural creativity in a collaborative drawing game is emulated by young children. We discuss a new game design principle grounded in the social learning mechanism of emulation, specifically, that social and intelligent NPCs in games should demonstrate creative behavior to foster the same in human players.  © 2020 Owner/Author.","2-s2.0-85097490664"
"Sarker I.H.; Hoque M.M.; Uddin M.K.; Alsanoosy T.","Sarker, Iqbal H. (56997358700); Hoque, Mohammed Moshiul (55436576000); Uddin, Md. Kafil (57221024500); Alsanoosy, Tawfeeq (57203503502)","56997358700; 55436576000; 57221024500; 57203503502","Mobile Data Science and Intelligent Apps: Concepts, AI-Based Modeling and Research Directions","2021","Mobile Networks and Applications","26","1","","285","303","18","10.1007/s11036-020-01650-z","https://www.scopus.com/inward/record.uri?eid=2-s2.0-85091038942&doi=10.1007%2fs11036-020-01650-z&partnerID=40&md5=0ea78808a658db275e40b7f3df23098a","Artificial intelligence (AI) techniques have grown rapidly in recent years in the context of computing with smart mobile phones that typically allows the devices to function in an intelligent manner. Popular AI techniques include machine learning and deep learning methods, natural language processing, as well as knowledge representation and expert systems, can be used to make the target mobile applications intelligent and more effective. In this paper, we present a comprehensive view on “mobile data science and intelligent apps” in terms of concepts and AI-based modeling that can be used to design and develop intelligent mobile applications for the betterment of human life in their diverse day-to-day situation. This study also includes the concepts and insights of various AI-powered intelligent apps in several application domains, ranging from personalized recommendation to healthcare services, including COVID-19 pandemic management in recent days. Finally, we highlight several research issues and future directions relevant to our analysis in the area of mobile data science and intelligent apps. Overall, this paper aims to serve as a reference point and guidelines for the mobile application developers as well as the researchers in this domain, particularly from the technical point of view. © 2020, Springer Science+Business Media, LLC, part of Springer Nature.","2-s2.0-85091038942"
"Sætra H.S.","Sætra, Henrik Skaug (57202855771)","57202855771","A Typology of AI Applications in Politics","2021","Advanced Sciences and Technologies for Security Applications","","","","27","43","16","10.1007/978-3-030-88972-2_3","https://www.scopus.com/inward/record.uri?eid=2-s2.0-85120553776&doi=10.1007%2f978-3-030-88972-2_3&partnerID=40&md5=1f884aa92bb93683982e88e7ceead014","Politics relates to the most fundamental questions of humans’ existence, and modern western societies tend to pride themselves on basing politics on democratic principles, including principles of inclusivity, participation, and autonomy and self-rule. Meanwhile, the continuously improving capabilities of various artificial intelligence (AI) based systems have led to the use of AI in an increasing amount of politically significant settings. AI is now also used in official government decision-making processes, and the political significance of using AI in the political system is the topic of this chapter. The purpose is to examine the potential for AI in official political settings, distinguishing between five types of AI used to support, assist, alleviate, augment or supplant decision makers. The chapter explores the practical and theoretical potential for AI applications in politics, and the main contribution of the chapter is the development of a typology that can guide the evaluation of the impacts of such applications. AI in politics has the potential to drastically change how politics is performed, and as politics entails answering some of society’s most fundamental questions the article concludes that the issues here discussed should be subject to public processes, both in politics and society at large. © 2021, The Author(s), under exclusive license to Springer Nature Switzerland AG.","2-s2.0-85120553776"
"Bisong O.E.; Oommen B.J.","Bisong, O. Ekaba (57208835466); Oommen, B. John (57208835756)","57208835466; 57208835756","On utilizing an enhanced object partitioning scheme to optimize self-organizing lists-on-lists","2021","Evolving Systems","12","1","","123","154","31","10.1007/s12530-020-09327-4","https://www.scopus.com/inward/record.uri?eid=2-s2.0-85079428578&doi=10.1007%2fs12530-020-09327-4&partnerID=40&md5=cc6439abd11d56c6e8d9ae6098e15e0b","With the advent of “Big Data” as a field, in and of itself, there are at least three fundamentally new questions that have emerged, namely the Artificially Intelligence (AI)-based algorithms required, the hardware to process the data, and the methods to store and access the data efficiently. This paper (The work of the second author was partially supported by NSERC, the Natural Sciences and Engineering Council of Canada. We are very grateful for the feedback from the anonymous Referees of the original submission. Their input significantly improved the quality of this final version.) presents some novel schemes for the last of the three areas. There have been thousands of papers written regarding the algorithms themselves, and the hardware vendors are scrambling for the market share. However, the question of how to store, manage and access data, which has been central to the field of Computer Science, is even more pertinent in these days when megabytes of data are being generated every second. This paper considers the problem of minimizing the cost of retrieval using the most fundamental data structure, i.e., a Singly-Linked List (SLL). We consider a SLL in which the elements are accessed by a Non-stationary Environment (NSE) exhibiting the so-called “Locality of Reference”. We propose a solution to the problem by designing an “Adaptive” Data Structure (ADS), which is created by utilizing a composite of hierarchical data “sub”-structures to constitute the overall data structure (In this paper, the primitive data structure is the SLL. However, these concepts can be extended to more complicated data structures.). In this paper, we design hierarchical Lists-on-Lists (LOLs) by assembling a SLL into a hierarchical scheme that results in SLLs on SLLs (SLLs-on-SLLs) comprising of an outer-list and sublist contexts. The goal is that elements that are more likely to be accessed together are grouped within the same sub-context, while the sublists themselves are moved “en masse” towards the head of the list-context to minimize the overall access cost. This move is carried out by employing the “de-facto” list re-organization schemes, i.e., the Move-To-Front (MTF) and Transposition (TR) rules. To achieve the clustering of elements within the sublists, we invoke the Object Migration Automaton (OMA) family of reinforcement schemes from the theory of Learning Automata (LA). They capture the probabilistic dependence of the elements in the data structure, receiving query accesses from the Environment. We show that SLLs-on-SLLs augmented with the Enhanced OMA (EOMA) minimizes the retrieval cost for elements in NSEs, and are superior to the stand-alone MTF and TR schemes, and also superior to the OMA-augmented SLLs-on-SLLs operating in such Environments. © 2020, Springer-Verlag GmbH Germany, part of Springer Nature.","2-s2.0-85079428578"
"Muhammad A.P.","Muhammad, Amna Pir (57222810378)","57222810378","Methods and Guidelines for Incorporating Human Factors Requirements in Automated Vehicles Development","2021","CEUR Workshop Proceedings","2857","","","","","","","https://www.scopus.com/inward/record.uri?eid=2-s2.0-85105563951&partnerID=40&md5=ad34670736fdcff1dedf57fcffcf6562","Automated vehicles (AV) are transforming the future of the transportation and improving the quality of life. However, due to their societal impact in urban environments, AV development challenges the current development process. Particularly, it is unclear how human factors requirements can be communicated to developers of AI-based AV. It is quite challenging especially in agile development, where the focus is on continuous deployment and rapid release cycles with short lead-Times. Due to the importance of human factors and its impact on trust, acceptance, and safety of AV in urban environments, my work aims at providing a suitable requirements engineering perspective and method. © 2021 CEUR-WS. All rights reserved.","2-s2.0-85105563951"
"Gao W.; Tang F.; Zhan J.; Wen X.; Wang L.; Cao Z.; Lan C.; Luo C.; Liu X.; Jiang Z.","Gao, Wanling (56019066100); Tang, Fei (57226289161); Zhan, Jianfeng (23098716000); Wen, Xu (57205884662); Wang, Lei (57070611300); Cao, Zheng (8420576700); Lan, Chuanxin (57219639982); Luo, Chunjie (55347385000); Liu, Xiaoli (57225058142); Jiang, Zihan (57212001997)","56019066100; 57226289161; 23098716000; 57205884662; 57070611300; 8420576700; 57219639982; 55347385000; 57225058142; 57212001997","AIBench Scenario: Scenario-distilling AI Benchmarking","2021","Parallel Architectures and Compilation Techniques - Conference Proceedings, PACT","2021-September","","","142","158","16","10.1109/PACT52795.2021.00018","https://www.scopus.com/inward/record.uri?eid=2-s2.0-85125755705&doi=10.1109%2fPACT52795.2021.00018&partnerID=40&md5=c6d98e0533eec2cba1e8bb8cd06b3ddc","Modern real-world application scenarios like Internet services consist of a diversity of AI and non-AI modules with huge code sizes and long and complicated execution paths, which raises serious benchmarking or evaluating challenges. Using AI components or micro benchmarks alone can lead to error-prone conclusions. This paper presents a methodology to attack the above challenge. We formalize a real-world application scenario as a Directed Acyclic Graph-based model and propose the rules to distill it into a permutation of essential AI and non-AI tasks, which we call a scenario benchmark. Together with seventeen industry partners, we extract nine typical scenario benchmarks. We design and implement an extensible, configurable, and flexible benchmark framework. We implement two Internet service AI scenario benchmarks based on the framework as proxies to two real-world application scenarios. We consider scenario, component, and micro benchmarks as three indispensable parts for evaluating. Our evaluation shows the advantage of our methodology against using component or micro AI benchmarks alone. The specifications, source code, testbed, and results are publicly available from https://www.benchcouncil.org/aibench/scenario/. © 2021 IEEE","2-s2.0-85125755705"
